Order_Dt;Order_ID;Driver_ID;Order_Value;Order_Status
2021-08-29;180418473338;7376409;75.32;CONCLUDED
2021-08-29;135602967757;4006004;39.24;CONCLUDED
2021-08-31;240447479005;3835403;211.8;CANCELLED
2021-08-17;063015884617;4307008;64.85;CONCLUDED
2021-08-18;334465379804;5814394;162.42;CONCLUDED
2021-08-18;858765691756;5264725;98.23;CONCLUDED
2021-08-31;727646478235;1814275;34.22;CONCLUDED
2021-08-30;049842499696;8376034;84.42;CONCLUDED
2021-08-30;581911164168;3919053;56.46;CONCLUDED
2021-08-20;183764214620;4138946;21.7;CONCLUDED
2021-08-25;933143348478;508362;33.21;CONCLUDED
2021-08-19;250986561885;9574134;26.89;CONCLUDED
2021-08-19;299662444984;611659;42.06;CONCLUDED
2021-08-31;529797536138;7583429;16.1;CONCLUDED
2021-08-24;763541343388;370631;31.75;CONCLUDED
2021-08-24;907742510271;926810;38.58;CONCLUDED
2021-08-25;378735715004;8652627;82.92;CANCELLED
2021-08-20;207600289050;436235;92;CONCLUDED
2021-08-21;946567268677;9381589;40.14;CONCLUDED
2021-08-30;921812300412;7667067;112.14;CONCLUDED
2021-08-31;690742843580;5506475;52.03;CONCLUDED
2021-08-18;993994372266;6224365;167.73;CONCLUDED
2021-08-21;291096470090;6436883;55.45;CONCLUDED
2021-08-18;841819735483;6871304;66.03;CANCELLED
2021-08-24;806747291711;5968662;33.66;CONCLUDED
2021-08-25;415635091558;6813284;100.85;CONCLUDED
2021-08-17;980838054200;6969541;81.84;CONCLUDED
2021-08-29;892585735726;5011243;32.13;CONCLUDED
2021-08-19;991505344104;9648340;75.02;CONCLUDED
2021-08-29;804942160591;5878649;68.26;CANCELLED
2021-08-17;604741373356;3577766;39.64;CONCLUDED
2021-08-18;055308937876;4708974;39.86;CONCLUDED
2021-08-21;028773578135;1849627;150.53;CONCLUDED
2021-08-30;322480504889;7249998;175.09;CONCLUDED
2021-08-26;265487430771;6662335;105.61;CONCLUDED
2021-08-29;547717663955;3067361;36.57;CONCLUDED
2021-08-29;359331040358;6759702;127.24;CONCLUDED
2021-08-22;378443961347;2139468;64.33;CONCLUDED
2021-08-25;474610979389;1028844;66.54;CONCLUDED
2021-08-20;116776187552;8466092;70.15;CONCLUDED
2021-08-19;967842543103;4921490;103.1;CONCLUDED
2021-08-26;426684972456;6695262;84.04;CANCELLED
2021-08-20;388781161824;2139468;134.73;CONCLUDED
2021-08-27;897481016936;9960405;203.5;CONCLUDED
2021-08-21;461740234120;9363974;40.62;CANCELLED
2021-08-21;614926615355;3964835;21.68;CONCLUDED
2021-08-27;930254932258;6680185;30.72;CONCLUDED
2021-08-30;116875372780;178936;88.42;CONCLUDED
2021-08-22;111645237100;5202082;72.36;CONCLUDED
2021-08-24;438051054394;2214142;40.82;CONCLUDED
2021-08-17;509063161567;2327719;38.5;CONCLUDED
2021-08-22;767257892159;4627251;95.6;CONCLUDED
2021-08-18;317477901001;3891586;52.16;CONCLUDED
2021-08-28;353035225355;3314700;40.3;CONCLUDED
2021-08-17;919283306716;4213708;52.31;CONCLUDED
2021-08-31;950705562980;855855;85.47;CONCLUDED
2021-08-18;425595440393;6015765;121.8;CONCLUDED
2021-08-20;108517143628;1854867;214.32;CONCLUDED
2021-08-24;769685984015;185512;24.98;CANCELLED
2021-08-19;964147130977;8466092;189.06;CONCLUDED
2021-08-20;063932791849;179893;57.91;CONCLUDED
2021-08-28;370979054200;3345112;184.14;CANCELLED
2021-08-25;135513300746;6436883;98.73;CONCLUDED
2021-08-17;961571053519;1568726;33.93;CONCLUDED
2021-08-24;902017023586;6971770;70.21;CANCELLED
2021-08-29;670513245269;3684142;98.62;CONCLUDED
2021-08-29;376801903733;3345112;38.58;CONCLUDED
2021-08-18;863131745769;936574;30.69;CONCLUDED
2021-08-18;490114807368;2639824;201.43;CONCLUDED
2021-08-28;092525688516;8041078;110.17;CONCLUDED
2021-08-24;083104566604;5278157;32;CONCLUDED
2021-08-26;916493751805;9826368;80.93;CONCLUDED
2021-08-28;021972930191;4137513;143.54;CONCLUDED
2021-08-20;659671075968;9335754;35.47;CONCLUDED
2021-08-24;593577226733;1241329;52.9;CONCLUDED
2021-08-18;492322159526;6333437;103.13;CANCELLED
2021-08-23;777312082404;5520478;52.14;CONCLUDED
2021-08-24;278984312928;329961;32.23;CONCLUDED
2021-08-27;789383852086;2295360;59.25;CONCLUDED
2021-08-27;261587662469;4143428;103.68;CONCLUDED
2021-08-31;883947317299;3338034;72.15;CANCELLED
2021-08-23;720289368924;2095515;34.09;CONCLUDED
2021-08-23;960002444096;3314700;209.18;CONCLUDED
2021-08-30;983819171329;3762987;155.31;CONCLUDED
2021-08-31;258935581494;1413077;194.81;CONCLUDED
2021-08-26;550167846733;2295360;57.09;CANCELLED
2021-08-21;060123543985;127977;19.18;CONCLUDED
2021-08-25;272776794259;820936;37.99;CONCLUDED
2021-08-25;397273873342;841966;164.29;CANCELLED
2021-08-29;343191855614;8280965;51.45;CONCLUDED
2021-08-20;975061618325;7262611;97.01;CONCLUDED
2021-08-26;283872079514;585610;213.3;CANCELLED
2021-08-29;801090809219;6174777;28.96;CONCLUDED
2021-08-23;065237384395;5506475;36.01;CONCLUDED
2021-08-23;070621446720;3552604;49.66;CONCLUDED
2021-08-20;449364832255;4888022;23.35;CONCLUDED
2021-08-31;341767923544;4294379;61.12;CONCLUDED
2021-08-28;420477511045;9360673;195.15;CONCLUDED
2021-08-21;071911036796;1853585;96.46;CANCELLED
2021-08-20;356344816101;6394787;152.92;CONCLUDED
2021-08-29;985113733274;3285211;54.71;CONCLUDED
2021-08-26;191264781464;824041;42.18;CANCELLED
2021-08-26;488811278138;2837082;55.95;CANCELLED
2021-08-31;889305145915;1568726;153.06;CONCLUDED
2021-08-26;476501843742;128860;22.69;CONCLUDED
2021-08-18;329444521381;9017609;38.81;CONCLUDED
2021-08-31;742650996971;6712929;97.12;CONCLUDED
2021-08-28;192458050131;9359587;23.44;CONCLUDED
2021-08-29;496542198367;9335754;23.21;CONCLUDED
2021-08-29;362813893817;3642583;37.57;CANCELLED
2021-08-27;479571833452;3314700;25.84;CONCLUDED
2021-08-24;577388202082;959636;28.44;CONCLUDED
2021-08-28;312957249283;6639810;26.31;CONCLUDED
2021-08-29;952771237292;712422;32.79;CONCLUDED
2021-08-31;698002113606;820936;17.48;CONCLUDED
2021-08-18;245812863716;1431896;44.4;CONCLUDED
2021-08-25;780016200907;1392049;84.53;CONCLUDED
2021-08-19;171119439730;8529394;51.73;CONCLUDED
2021-08-29;222758853503;6474048;36.7;CONCLUDED
2021-08-18;130216777447;6468072;26.45;CONCLUDED
2021-08-28;773751574865;6474048;40.9;CONCLUDED
2021-08-30;364861580079;5346144;60.24;CONCLUDED
2021-08-27;799996738778;1017396;68.03;CONCLUDED
2021-08-27;140555808906;8993963;25.26;CONCLUDED
2021-08-19;318157531225;6771576;29.8;CONCLUDED
2021-08-30;317149343323;2639824;22.21;CONCLUDED
2021-08-23;757608594697;6168523;65;CONCLUDED
2021-08-17;774869251229;2647660;42.02;CONCLUDED
2021-08-22;689145615047;855855;82.36;CONCLUDED
2021-08-25;335296209681;8187123;38.13;CONCLUDED
2021-08-25;721953772482;631794;22.35;CONCLUDED
2021-08-25;693776751105;711381;26.71;CANCELLED
2021-08-24;616804783334;9967977;21.44;CONCLUDED
2021-08-21;265270401557;8176311;188.98;CONCLUDED
2021-08-19;618040156164;8628713;92.92;CONCLUDED
2021-08-30;209853910574;8286255;32.73;CONCLUDED
2021-08-31;226112304370;271006;48.5;CONCLUDED
2021-08-27;640776005833;4669448;41.14;CONCLUDED
2021-08-26;872646770527;9381589;62.54;CONCLUDED
2021-08-17;348497947425;222771;39.23;CONCLUDED
2021-08-21;151708686826;6295081;42.45;CANCELLED
2021-08-24;890754815250;4657431;54.14;CONCLUDED
2021-08-21;456277205810;4920921;21.54;CONCLUDED
2021-08-31;359915377360;1058122;31.58;CANCELLED
2021-08-22;088790133682;8213231;41.77;CONCLUDED
2021-08-22;689740052605;8062530;77.01;CONCLUDED
2021-08-28;393312768884;506517;143.73;CONCLUDED
2021-08-17;827442539977;8147868;31.79;CONCLUDED
2021-08-31;258168781975;1533216;95.2;CONCLUDED
2021-08-29;984958391758;4123969;29.12;CONCLUDED
2021-08-21;651572273829;9340981;27.01;CONCLUDED
2021-08-27;709119220547;3346739;38.41;CONCLUDED
2021-08-18;870957086993;1613015;34.93;CONCLUDED
2021-08-25;205853693424;8851130;25.61;CONCLUDED
2021-08-24;686173021156;2124495;215.43;CONCLUDED
2021-08-19;048254709685;700716;20.3;CONCLUDED
2021-08-20;863425827540;8937232;32.24;CANCELLED
2021-08-27;816762287397;2264595;68.84;CANCELLED
2021-08-25;704410161933;7310088;123.37;CONCLUDED
2021-08-17;192527156721;9229268;188.35;CONCLUDED
2021-08-29;657152248249;926810;105.2;CONCLUDED
2021-08-30;519723527338;6017018;86.15;CANCELLED
2021-08-23;485090240004;6954833;34.58;CONCLUDED
2021-08-30;650931066900;4529450;52.12;CANCELLED
2021-08-22;668168926909;1854867;173.69;CONCLUDED
2021-08-20;279981001160;2080413;38.13;CONCLUDED
2021-08-19;301596623365;2793414;13.83;CONCLUDED
2021-08-25;150253985225;8225193;157.76;CONCLUDED
2021-08-29;914417497089;6168523;21.39;CONCLUDED
2021-08-29;038742128389;8652627;207.74;CONCLUDED
2021-08-29;554033606189;598266;21.93;CONCLUDED
2021-08-28;565826549399;1710448;183.42;CONCLUDED
2021-08-24;519069717586;237262;69.95;CONCLUDED
2021-08-25;617922302442;8131947;90.1;CANCELLED
2021-08-18;094427447777;8584596;78.88;CONCLUDED
2021-08-29;408768296808;2938212;183.18;CONCLUDED
2021-08-26;861101929150;4100199;55.55;CONCLUDED
2021-08-30;921067324613;5152585;162.86;CONCLUDED
2021-08-18;688451459626;9177318;60.1;CONCLUDED
2021-08-24;985650474153;2015005;49.49;CONCLUDED
2021-08-24;793644205720;5878649;101.59;CANCELLED
2021-08-21;308987449457;1954135;100.04;CONCLUDED
2021-08-18;326343263174;1320355;130.88;CANCELLED
2021-08-29;309067302081;6394787;28.06;CONCLUDED
2021-08-29;410148986082;2591922;108.94;CONCLUDED
2021-08-25;102283429056;4190799;149.44;CONCLUDED
2021-08-29;041499343910;7659060;37.21;CONCLUDED
2021-08-27;302038556878;5201524;39.05;CONCLUDED
2021-08-26;302759980862;9868038;102.12;CONCLUDED
2021-08-17;563649576681;4695890;67.14;CONCLUDED
2021-08-25;647012167478;1419837;122.39;CONCLUDED
2021-08-25;853399193972;4137513;70.24;CONCLUDED
2021-08-20;516602457517;8113878;22.8;CONCLUDED
2021-08-25;028935149235;8375187;57.53;CONCLUDED
2021-08-30;146158122175;806018;110.31;CONCLUDED
2021-08-25;906102812355;7117299;25.47;CONCLUDED
2021-08-24;469507646165;1814422;214.33;CONCLUDED
2021-08-19;817463545751;4969802;163.58;CONCLUDED
2021-08-17;666221695800;2523649;85.54;CONCLUDED
2021-08-20;606531558643;4213708;32.38;CONCLUDED
2021-08-29;089455054352;8131947;64.75;CONCLUDED
2021-08-20;383236411750;6971770;160.81;CONCLUDED
2021-08-17;642398246953;3785086;201.68;CONCLUDED
2021-08-17;872446075919;3314700;70.67;CONCLUDED
2021-08-26;174356079400;3580161;48.31;CONCLUDED
2021-08-19;997029196678;8131947;25.19;CONCLUDED
2021-08-29;280959011346;7505991;45.79;CONCLUDED
2021-08-17;102905479986;6348466;35.72;CONCLUDED
2021-08-29;876918128390;5082003;145.96;CONCLUDED
2021-08-29;481687618701;30878;179.51;CONCLUDED
2021-08-27;431891209719;8041078;34.24;CANCELLED
2021-08-27;515946273223;9733709;40.16;CONCLUDED
2021-08-19;902688162986;4123969;17.16;CONCLUDED
2021-08-28;643564197420;3468587;23.04;CANCELLED
2021-08-24;620063443089;9399854;63.31;CONCLUDED
2021-08-25;182578108068;8538211;37.53;CANCELLED
2021-08-30;947643521988;8822367;26.19;CONCLUDED
2021-08-19;239468629917;370631;74.33;CONCLUDED
2021-08-25;034781651527;6174777;38.46;CANCELLED
2021-08-27;395839663199;9920640;53.72;CONCLUDED
2021-08-31;981332040121;5176988;22.94;CONCLUDED
2021-08-31;834009446135;7213401;27.39;CANCELLED
2021-08-28;722121985314;2461444;28.24;CONCLUDED
2021-08-24;078778561895;936574;91.47;CANCELLED
2021-08-28;516233518591;9335754;71.81;CANCELLED
2021-08-24;316720733599;4407410;212.42;CONCLUDED
2021-08-28;888642042341;7953272;208;CONCLUDED
2021-08-19;889325569743;1613015;83.36;CONCLUDED
2021-08-17;297304248339;4307008;34.45;CONCLUDED
2021-08-27;624771820692;9536028;85.96;CONCLUDED
2021-08-19;971163554145;1028844;26.94;CONCLUDED
2021-08-23;322524693417;1568726;19.75;CONCLUDED
2021-08-26;084865730152;1710448;41.93;CONCLUDED
2021-08-18;285793905073;6695262;52.25;CONCLUDED
2021-08-30;033728118906;6185096;194.34;CONCLUDED
2021-08-26;350217837732;5538032;35.63;CONCLUDED
2021-08-24;336695383431;393735;24.33;CONCLUDED
2021-08-25;233521453913;6390303;74.27;CONCLUDED
2021-08-18;678488119405;7831817;63.66;CONCLUDED
2021-08-28;843126384871;824041;20.06;CONCLUDED
2021-08-21;902020169262;6672057;85.45;CANCELLED
2021-08-30;707513073825;6471197;87.26;CONCLUDED
2021-08-29;690878320694;4653209;14.59;CONCLUDED
2021-08-29;027599930523;7659060;120.69;CONCLUDED
2021-08-29;393723621350;500082;144.43;CONCLUDED
2021-08-20;128394254953;6792657;42.91;CANCELLED
2021-08-30;662052373686;8549625;38.09;CONCLUDED
2021-08-17;543473945960;5093855;42.9;CONCLUDED
2021-08-28;909788905442;5808857;34.59;CANCELLED
2021-08-26;049262995216;285710;106.11;CONCLUDED
2021-08-21;410935020147;440554;46.99;CONCLUDED
2021-08-25;257361918869;2771576;22.48;CONCLUDED
2021-08-23;480646417899;4122783;66.08;CONCLUDED
2021-08-24;137531643614;1256121;91.81;CONCLUDED
2021-08-19;313662110238;1476720;67.28;CONCLUDED
2021-08-25;509016889764;7011119;52.98;CANCELLED
2021-08-21;709546486104;3829672;143.01;#N/D
2021-08-22;657807253748;1841486;102.07;CANCELLED
2021-08-24;597741956758;370631;106.58;CANCELLED
2021-08-31;885640793528;3345112;21.49;CONCLUDED
2021-08-29;919206226400;700716;107.67;CANCELLED
2021-08-29;380532471507;1364116;20.35;CONCLUDED
2021-08-30;989369462322;3052047;142;CONCLUDED
2021-08-28;943523531554;9569970;96.28;CONCLUDED
2021-08-25;756935105516;3067361;172.53;CONCLUDED
2021-08-22;539911320071;7310088;70.16;CONCLUDED
2021-08-17;040837830140;9399854;19.47;CONCLUDED
2021-08-25;404610421530;4888022;32.57;CANCELLED
2021-08-25;216995112019;9833146;22.17;CONCLUDED
2021-08-18;434821513049;298213;40.61;CONCLUDED
2021-08-27;060214482857;7733668;13.66;CONCLUDED
2021-08-21;721766670997;6394787;28.65;CONCLUDED
2021-08-30;733900462533;443221;69;CONCLUDED
2021-08-24;251812863418;7483118;95.3;CONCLUDED
2021-08-27;643331322088;8427024;181.92;CONCLUDED
2021-08-28;794046803666;440554;105.23;CONCLUDED
2021-08-21;088808907283;964573;49.3;CONCLUDED
2021-08-18;820386465239;7141028;78.26;CONCLUDED
2021-08-17;044783319212;5011243;65.4;CONCLUDED
2021-08-21;655459189560;8131947;62.08;CONCLUDED
2021-08-23;631245974424;6348466;57.85;CONCLUDED
2021-08-18;287030526218;6584139;21.32;CANCELLED
2021-08-28;454899122123;2968979;94.15;CONCLUDED
2021-08-19;895125461824;7733668;48.8;CONCLUDED
2021-08-26;804496463678;9720365;24.74;CONCLUDED
2021-08-27;253696578506;9617391;37.71;CONCLUDED
2021-08-26;226704270070;2095515;100.17;CANCELLED
2021-08-30;545814901973;4921490;129.07;CONCLUDED
2021-08-24;809182044006;6861897;122.98;CONCLUDED
2021-08-17;225985459799;312787;108.55;CONCLUDED
2021-08-26;922477795630;1566104;78.14;CANCELLED
2021-08-24;564262655627;9118836;45.58;CONCLUDED
2021-08-31;253784121807;9574134;43.81;CONCLUDED
2021-08-23;114371522818;8833723;67.69;CANCELLED
2021-08-30;104926816905;9108984;124.31;CONCLUDED
2021-08-21;265032229196;1858794;25.1;CONCLUDED
2021-08-27;532400991121;6751822;53.37;CONCLUDED
2021-08-29;677018295955;9648340;40.83;CONCLUDED
2021-08-26;385823485333;7117299;95.13;CONCLUDED
2021-08-24;163531126260;181145;91.81;CANCELLED
2021-08-29;426687095724;841966;114.45;CONCLUDED
2021-08-18;573171039532;1028844;103.12;CONCLUDED
2021-08-28;098808091057;9340981;173.6;CANCELLED
2021-08-31;670622323948;8044608;45.16;CANCELLED
2021-08-25;243711461596;4076909;42.86;CONCLUDED
2021-08-22;106122640331;2085050;97.61;CONCLUDED
2021-08-22;040461415681;9410498;20.42;CONCLUDED
2021-08-30;958885504457;1793648;87.51;CONCLUDED
2021-08-26;499970018603;4529450;103.48;CONCLUDED
2021-08-19;448132825189;6471197;37.89;CONCLUDED
2021-08-31;247264132619;212457;37.32;CONCLUDED
2021-08-17;826640185473;4180209;39.96;CONCLUDED
2021-08-25;698684787461;2864370;44.75;CONCLUDED
2021-08-23;416198617117;5028265;127.67;CONCLUDED
2021-08-31;868236919036;8696236;58.09;CONCLUDED
2021-08-21;890379860503;3684142;141.39;CONCLUDED
2021-08-28;558135242503;5170228;38.62;CONCLUDED
2021-08-24;592944248718;9960405;98.74;CANCELLED
2021-08-18;948546558994;1696148;37.97;CONCLUDED
2021-08-21;746621083261;4358319;48.84;CONCLUDED
2021-08-18;856493055743;5866228;84.03;CONCLUDED
2021-08-18;522101588588;9330832;28.89;CONCLUDED
2021-08-23;966092423478;8553095;24.65;CONCLUDED
2021-08-29;782774802328;8062530;26.43;CANCELLED
2021-08-28;010482869294;8520146;83.44;CANCELLED
2021-08-28;549086514999;5326581;33.63;CANCELLED
2021-08-31;640816615419;9078261;109.67;CONCLUDED
2021-08-19;116670942923;2864370;40.69;CONCLUDED
2021-08-27;160264045292;2353779;68.67;CONCLUDED
2021-08-26;246224166912;329961;41.8;CONCLUDED
2021-08-30;128575499985;822366;40.18;CANCELLED
2021-08-20;622003585646;8628713;21;CONCLUDED
2021-08-20;603728442024;2639824;40.93;CONCLUDED
2021-08-25;345153951501;4445126;90.82;CONCLUDED
2021-08-29;342634629807;329961;27.97;CONCLUDED
2021-08-27;485058402277;4123969;141.29;CONCLUDED
2021-08-26;910890195261;5342285;48.91;CONCLUDED
2021-08-30;059795232517;6584139;94.51;CONCLUDED
2021-08-23;378813816965;7262611;91.73;CONCLUDED
2021-08-26;038582136998;6672057;14.72;CANCELLED
2021-08-21;416747173898;6168523;19.48;CONCLUDED
2021-08-21;947199086741;5011243;148.14;CONCLUDED
2021-08-29;400070330864;232963;55.31;CONCLUDED
2021-08-24;285184467622;243689;197.99;CONCLUDED
2021-08-25;100368318627;8427024;85.42;CONCLUDED
2021-08-30;497443608915;2750567;88.02;CANCELLED
2021-08-27;911850059375;6017018;20.21;CONCLUDED
2021-08-27;538771757429;822366;51.98;CANCELLED
2021-08-18;575330497993;1532658;42.2;CANCELLED
2021-08-31;822432780697;6195864;23.51;CONCLUDED
2021-08-20;982863573116;9719482;95.88;CONCLUDED
2021-08-28;210727283578;4111792;26.33;CONCLUDED
2021-08-19;957041527975;8652627;149.07;CONCLUDED
2021-08-28;764878672941;8993963;77.62;CONCLUDED
2021-08-17;247401368976;926810;25.92;CONCLUDED
2021-08-24;078300443286;2750567;31.76;CONCLUDED
2021-08-31;905102011532;8243477;48.1;CONCLUDED
2021-08-30;641227666199;9177318;33.56;CANCELLED
2021-08-29;535135719522;151091;16.03;CANCELLED
2021-08-17;671866444746;8375187;52.41;CONCLUDED
2021-08-21;118586457764;6178273;21.74;CANCELLED
2021-08-28;936036753735;9119995;99.72;CONCLUDED
2021-08-28;070864003808;9371532;80.06;CONCLUDED
2021-08-21;566600095851;4407410;50.35;CONCLUDED
2021-08-26;896456253851;6186953;37.87;CONCLUDED
2021-08-20;511799465299;5264725;63.9;CONCLUDED
2021-08-28;209134865773;3948602;87.5;CANCELLED
2021-08-18;645775967498;9916882;38.23;CONCLUDED
2021-08-24;209188613206;9569970;93.04;CANCELLED
2021-08-21;259723325320;3113020;99.34;CONCLUDED
2021-08-26;848994022508;1566104;22.35;CONCLUDED
2021-08-21;738439328431;4123969;29.58;CONCLUDED
2021-08-31;570543294149;5568447;214.8;CANCELLED
2021-08-29;300575299729;9981100;108.52;CONCLUDED
2021-08-26;510454278472;5400690;63.81;CONCLUDED
2021-08-31;895839276177;4657431;87.28;CONCLUDED
2021-08-23;345336995466;1058122;42.94;CONCLUDED
2021-08-31;214171836206;1533216;100.24;CONCLUDED
2021-08-20;440815373506;3314700;193.11;CONCLUDED
2021-08-24;666710005744;743737;51.64;CONCLUDED
2021-08-28;218264513229;6015765;102.08;CANCELLED
2021-08-19;577642926166;1566104;70.39;CANCELLED
2021-08-27;327044548401;2591922;24.86;CONCLUDED
2021-08-22;667803932460;5506475;44.46;CANCELLED
2021-08-30;794150814536;56669;94.79;CANCELLED
2021-08-27;605805035759;9399075;24.5;CONCLUDED
2021-08-31;768697958405;6471197;22.44;CONCLUDED
2021-08-21;125548584203;2708732;69.62;CANCELLED
2021-08-23;465762188770;6771576;137.61;CONCLUDED
2021-08-22;230999096076;926810;26.43;CONCLUDED
2021-08-31;232857866912;2904867;98.68;CONCLUDED
2021-08-22;365737542650;9108984;104.57;CONCLUDED
2021-08-25;881786235671;3468587;51.22;CONCLUDED
2021-08-21;398706610368;9556044;90.85;CANCELLED
2021-08-27;465202417124;2165459;68.45;CONCLUDED
2021-08-19;328127162758;806018;109.19;CANCELLED
2021-08-27;663892529112;3762987;31.72;CONCLUDED
2021-08-20;073518920181;508362;108.76;CONCLUDED
2021-08-21;771523042035;9135175;17.81;CANCELLED
2021-08-20;875138480521;2004244;96.58;CONCLUDED
2021-08-17;182740982992;8233028;20.69;CONCLUDED
2021-08-19;129887032465;9826368;125.53;CONCLUDED
2021-08-22;342324815842;1364116;114.74;CONCLUDED
2021-08-20;945642295435;5079369;75.7;CANCELLED
2021-08-23;386370961618;1861548;22.55;CONCLUDED
2021-08-26;413345712166;6962571;72.11;CONCLUDED
2021-08-19;474965795727;2327719;19.43;CONCLUDED
2021-08-30;732110582443;4695890;85.16;CONCLUDED
2021-08-31;192350008124;1872971;95.02;CONCLUDED
2021-08-20;894876371627;326575;73.31;CONCLUDED
2021-08-17;002495122879;5170228;23.16;CONCLUDED
2021-08-19;747359318742;7482653;40.42;CONCLUDED
2021-08-17;046271355591;5538032;31.77;CONCLUDED
2021-08-21;963269751956;9410498;194.9;CONCLUDED
2021-08-29;480510785265;448119;40.74;CONCLUDED
2021-08-21;598009772577;4076909;28.75;CANCELLED
2021-08-18;570329306401;6759702;46.16;CONCLUDED
2021-08-24;441071682370;1961506;65.54;CONCLUDED
2021-08-19;354899119744;8091562;68.01;CONCLUDED
2021-08-23;859555412329;9733709;24.53;CONCLUDED
2021-08-25;094037013639;4547987;14.97;CONCLUDED
2021-08-27;855671749259;1595894;25.29;CONCLUDED
2021-08-22;742839973845;6813284;41.02;CONCLUDED
2021-08-18;496488756621;5180771;34.83;CONCLUDED
2021-08-26;218813423720;3567757;57.73;CONCLUDED
2021-08-20;448098651750;1431896;121.28;CONCLUDED
2021-08-23;461243965905;4416157;25.64;CONCLUDED
2021-08-22;870181195846;8520146;70.67;CONCLUDED
2021-08-20;130580229529;30187;32.35;CANCELLED
2021-08-26;711800340774;820936;123.39;CONCLUDED
2021-08-26;054489898271;9363974;72.59;CONCLUDED
2021-08-24;500337837850;5093855;26.7;CONCLUDED
2021-08-21;855291265660;712422;27.33;CONCLUDED
2021-08-17;466759429354;8131947;68.35;CONCLUDED
2021-08-24;169777940256;5731076;25.67;CONCLUDED
2021-08-24;920532160255;6203526;92.79;CONCLUDED
2021-08-22;993768951092;443221;49.95;CONCLUDED
2021-08-29;824829107340;2264595;18.2;CONCLUDED
2021-08-25;770063701381;6840238;101.3;CONCLUDED
2021-08-28;207312004734;3288542;185.23;CONCLUDED
2021-08-19;193002361969;2639824;42.01;CANCELLED
2021-08-20;112413451475;820936;25.24;CONCLUDED
2021-08-29;146630089299;6436883;194.02;CONCLUDED
2021-08-19;443434412082;964573;136.18;CONCLUDED
2021-08-17;828803754543;3661602;26.62;CONCLUDED
2021-08-19;886326122559;5866228;84.15;CONCLUDED
2021-08-25;187719336400;2708732;24.37;CONCLUDED
2021-08-23;957699643276;8833502;30.76;CONCLUDED
2021-08-26;997450805762;3288542;27.4;CONCLUDED
2021-08-24;048754720256;947018;20.7;CONCLUDED
2021-08-30;015558956607;4884902;46.03;CONCLUDED
2021-08-21;267631544561;964573;32.66;CONCLUDED
2021-08-26;496045960401;9699504;40.14;CONCLUDED
2021-08-22;603244786430;3870520;33.16;CANCELLED
2021-08-25;118816353532;8446342;40.61;CONCLUDED
2021-08-21;756689121530;4046943;79.83;CONCLUDED
2021-08-22;950422714438;1841486;62.41;CANCELLED
2021-08-19;834404635648;8176311;27.5;CONCLUDED
2021-08-20;963030760452;2968979;95.05;CANCELLED
2021-08-29;700377305877;3314700;212.12;CONCLUDED
2021-08-26;731258466475;4105288;17.68;CONCLUDED
2021-08-30;472267713397;1256121;172.87;CANCELLED
2021-08-21;555094631280;6390303;24.57;CONCLUDED
2021-08-26;443568767945;3645725;140.83;CONCLUDED
2021-08-22;821401515193;9677128;148.25;CONCLUDED
2021-08-17;556134007026;5093855;101.84;CONCLUDED
2021-08-17;315292452288;8342399;83.4;CONCLUDED
2021-08-22;618153959156;4123969;40.68;CANCELLED
